Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
CEI-B*,"Crescent Real Estate Equities,",9.50%,Yes,No,No,Yes,Cumul Redeem Preferred Shares B,5/17/07,8/03/07
XCH*,"Northern States Power Co.,",8.00%,No,No,No,No,Public Income NotES PINES due 7/1/2042,7/11/07,8/01/07
SRCEO*,N/A,N/A,No,No,No,No,N/A,3/31/02,8/01/07
MLS-B*,"Mills Corp.,",9.00%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,10/09/07,8/01/07
MLS-C*,"Mills Corp.,",9.00%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,12/17/07,8/01/07
MLS-E*,"Mills Corp.,",8.75%,Yes,No,No,Yes,Series E Cumul Redeem Preferred Stock,5/05/08,8/01/07
MLSFO*,"Mills Corp.,",6.75%,Yes,No,Yes,Yes,Series F Conv Cumul Redeem Preferred Stock,8/05/09,8/01/07
MLS-G*,"Mills Corp.,",7.875%,Yes,No,No,Yes,Dep Shares Series G Cumul Redeem Preferred Stock,5/17/10,8/01/07
PEI-A**,"Pennsylvania Real Estate Investment Trust,",11%,No,No,No,No,Senior Preferred Shares,7/31/07,7/31/07
SO-D*,"Southern Co. Capital Trust VI,",7.125%,No,No,No,No,Trust Preferred Securities,7/31/07,7/31/07
RGE*,"Rochester Gas &amp; Electric Corp.,",6.65%,No,No,No,No,First Mortgage Bonds UU due 6/15/2032,6/20/07,7/23/07
DMG-A*,"Dominion CNG Capital Trust I,",7.80%,No,No,No,No,Trust Preferred Securities,10/23/06,7/17/07
HIH-A*,"Highland Hospitality Corp.,",7.875%,Yes,No,No,Yes,"Series A, Cumul Redeem Preferred Stock",9/28/10,7/17/07
EQR-D*,"Equity Residential Properties Trust,",8.60%,No,No,No,No,Dep Shares Preferred Shares Series D,7/15/07,7/16/07
MJW*,"MSDW Structured Asset SATURNS 2002-05,",8.25%,No,No,No,No,SAFECO Capital Trust I,7/15/07,7/16/07
MJM*,"MSDW Structured Asset SATURNS 2001-07,",8.25%,No,No,No,No,SAFECO Capital Trust I,7/15/07,7/16/07
PFV*,"Provident Financial Group Inc.,",8.375%,No,No,No,No,Senior Notes due 7/15/2032,7/15/07,7/15/07
KVO*,"Structured Products CorTS IV, SAFECO Capital Trust I,",8.375%,No,No,No,No,Certificates,7/15/07,7/15/07
KTJ*,"Structured Products CorTS, SAFECO Capital Trust I,",8.75%,No,No,No,No,Certificates,7/15/07,7/15/07
SF-A*,"Stifel Financial Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/07,7/13/07
C-G*,"Citigroup, Inc.,",6.213%,Yes,No,No,No,Dep Shares Series G Cumul Preferred Stock,7/11/07,7/11/07
DQU-C*,"Duquesne Light Co.,",4.00%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,7/06/07
SBT*,"AT&amp;T Inc.,",7.00%,No,No,No,No,PINES Public Income Notes due 6/01/2041,6/13/06,7/06/07
TCA-*,"TransCanada PipeLines Ltd,",8.25%,No,No,No,No,Preferred Securities,10/08/03,7/05/07
SCFSP*,"Seacoast Capital Trust I,",8.50%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/07,7/02/07
EKFF*,ML Depositor PreferredPlus,7.05%,No,No,No,No,Morgan Stanley DW Certificates MSD-1,4/01/07,7/02/07
CHZ-A*,"Chittenden Capital Trust I,",8.00%,No,No,No,No,Capital Securities,7/01/07,7/01/07
WXH-B*,"Winston Hotels Inc.,",8.00%,Yes,No,No,No,Series B Cumul Preferred Stock,2/24/09,7/01/07
MMREP*,"McMoRan Exploration Co.,",5%,No,No,Yes,No,Convertible Preferred Stock,6/30/07,6/30/07
CBSAN*,"Coastal Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/07,6/30/07
FRMEP*,"First Merchants Capital Trust I,",8.75%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/07,6/30/07
GFLSO*,"GCB Capital Trust II,",8.45%,No,No,No,No,Trust Preferred Securities,6/30/07,6/30/07
GRBBP*,"Greater Bay Bancorp,",7.25%,No,No,Yes,No,Series B Conv Preferred Stock,N/A,6/30/07
BGI-T*,"Banknorth Capital Trust II,",8%,No,No,No,No,Trust Preferred Securities,4/01/07,6/29/07
CBL-B*,"CBL &amp; Associates Properties,",8.75%,Yes,No,No,Yes,Cumul Redeem Preferred Stock B,6/14/07,6/28/07
KNH*,"Structured Products CorTS III, SAFECO Capital Trust I,",8.072%,No,No,No,No,Certificates,4/19/07,6/28/07
PYD*,ML Depositor PPLUS Trust,7.00%,No,No,No,No,DaimlerChrysler Certificates DCC-1,9/01/08,6/27/07
SVQ**,"Janus Capital Group Inc.,",7.875%,No,No,No,No,PINES Public Income Notes due 4/15/2032,4/05/07,6/26/07
CRY-*,"CryoLife Inc.,",6%,No,No,Yes,No,Convertible Preferred Stock,4/07/08,6/25/07
CNB-A*,"Colonial Capital Trust III,",8.32%,No,No,No,No,Preferred Securities,4/01/07,6/22/07
GPE-W*,"Georgia Power Capital Trust V,",7 1/8%,No,No,No,No,Trust Preferred Securities,6/21/07,6/21/07
DBVBP*,"Diablo Valley Bank,",5%,No,Yes,Yes,No,Series A Non-cumul Perp Convertible Preferred Stock,7/01/06,6/20/07
APE*,Morgan Stanley SPARQS,10%,No,No,No,No,"Apple Computer, Inc. due 12/20/2007",N/A,6/20/07
C-F***,"Citigroup, Inc.,",6.365%,No,Yes,No,No,Dep Shares Series F Perpetual Preferred Stock,6/16/07,6/18/07
HGN.A*,N/A,N/A,No,No,No,No,N/A,N/A,6/18/07
ILD*,"Aquila Inc.,",7.875%,No,No,No,No,Quarterly Interest Bonds QUIBS due 3/1/2032,2/28/07,6/15/07
JBP*,"Lehman ABS Corp Bkd Trust Certs 2004-08,",6.875%,No,No,No,No,DaimlerChrysler,10/19/09,6/13/07
JZD*,N/A,N/A,No,No,No,No,N/A,2/11/09,6/12/07
JZO*,"Lehman ABS Corp Bkd Trust Certs 2003-15,",7.25%,No,No,No,No,DaimlerChrysler,9/24/08,6/12/07
FR-C*,"First Industrial Realty Trust,",8 5/8%,Yes,No,No,No,Dep Shares Cumul Preferred Stock C,6/06/07,6/07/07
CVE-U*,"Cleveland Electric Financing Trust I,",9%,Yes,No,No,No,Cumul Trust Preferred Securities,12/19/06,6/01/07
CRG*,"Lehman ABS Corp Bkd Trust Certs 2001-22,",7.65%,No,No,No,No,Wash Mut Cap I,5/24/06,6/01/07
CIL*,"Lehman ABS Corp Bkd Trust Certs 2001-20,",7.75%,No,No,No,No,Wash Mut Cap I,5/22/06,6/01/07
RPT-C*,"Ramco-Gershenson Properties Trust,",7.95%,Yes,No,Yes,No,Cumul Convertible Preferred Shares C,6/01/07,6/01/07
NRS*,"National Rural Utilities Coop Finance Corp.,",7.40%,No,No,No,No,QUICS due 11/1/2050,11/01/06,6/01/07
CLP-E*,"Colonial Properties Trust,",7.62%,Yes,No,No,Yes,Dep Shares Series E Cumul Red Preferred Shares,N/A,5/30/07
EPR-A*,"Entertainment Properties Trust,",9.50%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Shares,5/29/07,5/29/07
UDR-B*,"UDR Inc.,",8.60%,Yes,No,No,Yes,Series B Cumulative Redeemable Preferred Stock,5/29/07,5/29/07
XKX*,"Lehman ABS Corp Bkd Trust Certs 2002-04,",7.50%,No,No,No,No,DaimlerChrysler,3/21/07,5/21/07
MWJ*,"Morgan Stanley Capital Trust II,",7 1/4%,No,No,No,No,Capital Securities,7/31/06,5/21/07
EPB*,"Consolidated Edison Inc.,",7.25%,No,No,No,No,Public Income Notes PINES due 4/01/2042,4/08/07,5/19/07
KCN*,"Structured Products CorTS, Chrysler Debentures,",8.0%,No,No,No,No,Certificates,3/30/06,5/02/07
KCV*,"Structured Products CorTS II, Chrysler Debs,",7.875%,No,No,No,No,Certificates,4/18/06,5/02/07
INDBM*,"Independent Capital Trust IV,",8.375%,Yes,No,No,No,Cumul Trust Preferred Securities,4/30/07,4/30/07
DQC*,"Duquesne Light Co.,",6.70%,No,No,No,No,PINES Public Income Notes due 4/30/2032,4/30/07,4/30/07
CYAL*,"Lehman ABS Corp Bkd Trust Certs 2001-06,",9.00%,No,No,No,No,Delta Air Lines,3/01/06,4/26/07
NXL-E*,"New Plan Excel Realty Trust,",7.625%,Yes,No,No,No,Dep Shares Series E Cumul Preferred Stock,4/21/08,4/20/07
NXLRZ*,"New Plan Excel Realty Trust,",7.8%,Yes,No,No,No,Dep Shares Cumul Preferred Stock D,6/15/07,4/20/07
WPD*,"Wells Fargo Capital VI,",6.95%,No,No,No,No,Capital Securities,4/15/07,4/19/07
WPF*,"Wells Fargo Capital V,",7.00%,No,No,No,No,QUIPS Qrtly Income Preferred Securities,12/06/06,4/19/07
TPK*,Travelers Property Casualty,4.50%,No,No,Yes,No,Conv Junior Subordinated Notes due 4/15/2032,4/18/07,4/18/07
LGASP*,"Louisville Gas &amp; Electric Co.,",5%,Yes,No,No,No,Cumul Preferred Stock,N/A,4/17/07
CFBXN*,"CFB Capital III,",8.125%,Yes,No,No,No,Cumulative Capital Securities,4/15/07,4/15/07
JZZ*,"Lehman ABS Corp Bkd Trust Certs 2003-09,",6.75%,No,No,No,No,CIT Cap Trust I,2/15/07,4/10/07
XFK*,"Lehman ABS Corp Bkd Trust Certs 2002-15,",7.75%,No,No,No,No,CIT Cap Trust I,2/15/07,4/10/07
MP-E*,"Mississippi Power Capital Trust II,",7.20%,No,No,No,No,TOPrS Preferred Securities,3/22/07,4/06/07
XKY*,"Lehman ABS Corp Bkd Trust Certs 2002-05,",6.80%,No,No,No,No,GE Capital due 8/21/2035,4/02/07,4/02/07
FNM-K*,N/A,N/A,No,No,No,No,N/A,3/18/05,4/02/07
DDR-F*,"Developers Diversified Realty,",8.60%,No,No,No,No,Dep Shares Preferred Shares Class F,3/27/07,4/02/07
CTBIP*,"CTBI Preferred Capital Trust,",9.0%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/07,3/31/07
BPF-*,"CTBI Preferred Capital Trust II,",8.25%,Yes,No,No,No,Cumul Trust Preferred Securities,3/31/07,3/31/07
RBNCP*,"Republic Capital Trust I,",8.60%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/06,3/31/07
MER-C*,"Merrill Lynch Preferred Capital Trust II,",8.00%,No,No,No,No,TOPrS Preferred Securities,3/30/07,3/30/07
TSY-A*,"Trustreet Properties,",$1.93,Yes,No,Yes,No,Series A Cumul Convertible Preferred Stock,11/15/02,3/29/07
TSY-C*,"Trustreet Properties,",7.50%,No,No,Yes,Yes,Series C Redeem Convertible Preferred Stock,2/25/09,3/29/07
TXI-S*,"TXI Capital Trust I,",5.50%,No,No,No,Yes,SPuRS Shared Preference Redeem Securities,6/30/01,3/26/07
NAU*,National Australia Bank Ltd,7.875%,No,No,No,No,ExCaps Preferred ADR,N/A,3/26/07
HME-F*,"Home Properties Inc.,",9.00%,Yes,No,No,Yes,Series F Cumul Red Preferred Stock,3/25/07,3/26/07
GRK*,Credit &amp; Asset Repack Veh,7.125%,No,No,No,No,PCARS 2002-2 JPM Capital Trust I,1/15/07,3/23/07
CCPCO*,"Capital Crossing Preferred Corp.,",10.25%,No,No,No,No,Non-Cumul Exch Preferred Stock C,5/31/06,3/23/07
CCPCP*,Capital Crossing Preferred Corp.,9 3/4%,No,No,No,No,Non-Cumul Exch Preferred Stock A,2/01/04,3/23/07
VZC*,"Verizon South, Inc.",7.00%,No,No,No,No,"Debentures, Series F, due 4/30/2041",4/30/06,3/23/07
ARE-B*,"Alexandria Real Estate Equities,",9.10%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,1/22/07,3/20/07
CMA-Z*,"Comerica Capital Trust I,",7.60%,No,No,No,No,Trust Preferred Securities,7/31/06,3/19/07
EOP-G*,"Equity Office Properties Trust,",7.75%,Yes,No,No,Yes,Cumul Redeem Preferred Shares G,7/29/07,3/14/07
MJO*,"MSDW Structured Asset SATURNS 2002-01,",7.50%,No,No,No,No,Aon Capital,2/26/07,3/09/07
PPB*,ML Depositor PreferredPlus,7.30%,No,No,No,No,BellSouth Certificates BLS-1,5/04/06,3/07/07
XKS*,"Lehman ABS Corp Bkd Trust Certs 2002-03,",7.65%,No,No,No,No,Brunswick Corp.,3/07/07,3/07/07
LHO-A*,LaSalle Hotel Properties,10 1/4%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Shares,3/06/07,3/06/07
RNS*,ML Depositor Public,8.54%,No,No,No,No,STEERS Trust 1999 REN-C1 Certificates,3/01/07,3/01/07
XKR*,"Lehman ABS Corp Bkd Trust Certs 2002-02,",7.50%,No,No,No,No,Royal &amp; Sun,2/21/07,2/28/07
FNM-J*,N/A,N/A,No,No,No,No,N/A,11/26/04,2/28/07
CYR*,"Lehman ABS Corp Bkd Trust Certs 2001-09,",8.25%,No,No,No,No,DaimlerChrysler,3/14/06,2/26/07
JBD*,"Lehman ABS Corp Bkd Trust Certs 2003-02,",6.00%,No,No,No,No,BellSouth Capital,1/29/08,2/23/07
JZR*,"Lehman ABS Corp Bkd Trust Certs 2003-14,",6.125%,No,No,No,No,BellSouth Telecomm,8/12/08,2/23/07
PSA-U*,"Public Storage Inc.,",7.625%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series U",2/19/07,2/20/07
MJX*,"MSDW Structured Asset SATURNS 2002-06,",7.125%,No,No,No,No,JPMorgan Chase,2/01/07,2/20/07
FWJ*,ML Depositor Public,7.75%,No,No,No,No,STEERS Trust 1998 TRV-C1 Certificates,12/01/06,2/16/07
CEW*,"Lehman ABS Corp Bkd Trust Certs 2002-07,",8.00%,No,No,No,No,AT&amp;T Wireless,5/01/07,2/15/07
TZI*,"Bear Stearns Depositor TRUCs Certs 2001-4,",7.00%,No,No,No,No,BellSouth,10/26/06,2/15/07
XFA*,"Lehman ABS Corp Bkd Trust Certs 2002-08,",7.00%,No,No,No,No,BellSouth Deb.,5/23/07,2/13/07
FRE-D*,"Freddie Mac,",6.14%,No,Yes,No,No,Non-Cumulative Perpetual Preferred Stock,6/30/02,2/12/07
TZG*,"Bear Stearns Depositor TRUCs Certs 2001-3,",7.125%,No,No,No,No,BellSouth,7/12/06,2/09/07
MJZ*,"MSDW Structured Asset SATURNS 2002-08,",9.25%,No,No,No,No,AT&amp;T Wireless,7/11/07,2/07/07
MJE*,"MSDW Structured Asset SATURNS 2001-03,",7.125%,No,No,No,No,BellSouth Deb,7/15/06,2/07/07
HJK*,"MS Structured Asset SATURNS 2004-05,",5.875%,No,No,No,No,BellSouth Debentures,3/11/09,2/07/07
KTS*,"Structured Products CorTS, Southern Co. Cap Trust I,",8.19%,No,No,No,No,Certificates,2/01/07,2/02/07
CLH*,"Lehman ABS Corp Bkd Trust Certs 2001-18,",7.375%,No,No,No,No,Southern Co.,5/08/06,2/02/07
KRV*,"Structured Products CorTS, Great Western Fin,",7.625%,No,No,No,No,Certificates,2/01/07,2/01/07
CIBPF*,"Canadian Imperial Bank of Commerce,",$1.50,No,No,No,No,Class A Preferred Shares Series 24,1/31/07,1/31/07
SOV-A*,"Sovereign Capital Trust III,",8.75%,No,No,No,No,Preferred Capital Securities,1/01/07,1/30/07
PSB-F*,"PS Business Parks,",8.75%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series F",1/28/07,1/29/07
KOK*,"Structured Products CorTS, BankAmerica Inst Cap B,",7.0%,No,No,No,No,Certificates,8/31/06,1/26/07
DELML*,"Delmarva Power &amp; Light,",5.00%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
DELMM*,"Delmarva Power &amp; Light,",4.28%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
DELMN*,"Delmarva Power &amp; Light,",4.20%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
DELMO*,"Delmarva Power &amp; Light,",4.00%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
DELMP*,"Delmarva Power &amp; Light,",3.70%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
DELPP*,"Delmarva Power &amp; Light,",5.00%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,1/18/07
PSA-T*,"Public Storage Inc.,",7.625%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series T",1/18/07,1/18/07
RBS-G*,"Royal Bank of Scotland,",7.40%,No,No,No,No,Non-cumul Dollar Preference Shares Series G ADR,3/31/03,1/16/07
RBS-E*,"Royal Bank of Scotland,",8.10%,No,No,No,No,Non-cumul Dollar Preference Shares Series E ADR,10/17/06,1/16/07
RBS-K*,"Royal Bank of Scotland,",7.875%,No,No,No,No,Non-cumul Dollar Preference Shares Series K ADR,6/30/06,1/16/07
NW-B*,"National Westminster Bank,",7.875%,No,No,No,No,"Non-cumul Pref Shares, Series B ADR",6/09/03,1/16/07
RNR-A*,"RenaissanceRe Holdings Ltd,",8.10%,No,No,No,No,Series A Preference Shares,11/19/06,1/15/07
PKO*,ML Depositor PreferredPlus,8.05%,No,No,No,No,News America Certificates NAI-1,12/01/06,1/11/07
GAB-B*,"Gabelli Equity Trust,",7.20%,Yes,No,No,No,Tax Advantaged Series B Cumulative Preferred Stock,6/20/06,1/08/07
CFO*,N/A,N/A,No,No,No,No,N/A,N/A,1/05/07
CASPO*,"Case Pomeroy &amp; Co. Inc., Series A",10.0%,Yes,No,No,No,Cumulative Preference Stock,N/A,1/03/07
CASPP*,"Case Pomeroy &amp; Co. Inc.,",6.0%,Yes,No,No,No,Cumulative Preferred Stock,N/A,1/03/07
PJH*,ML Depositor PreferredPlus,8.00%,No,No,No,No,Belo Corp. Certificates BLC-2,9/15/06,1/03/07
PIL*,ML Depositor PreferredPlus,7.875%,No,No,No,No,Belo Corp. Certificates BLC-1,9/15/06,1/02/07
NNN-A*,"National Retail Properties,",9.00%,No,No,No,No,Series A Non-Voting Preferred Stock,12/31/06,1/02/07
XSS*,"United States Steel Corp.,",10%,No,No,No,No,SQUIDS Senior Qrtly Int Debt Sec due 12/31/2031,12/31/06,1/02/07
NWSBP*,"Northwest Capital Trust I,",8.75%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/06,12/31/06
SECDP*,"Second Bancorp Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/06,12/31/06
FBNKM*,"First Preferred Capital Trust III,",9.00%,Yes,No,No,No,Cumul Trust Preferred Sec,12/31/06,12/31/06
INDBN*,"Independent Capital Trust III,",8.625%,Yes,No,No,No,Cumul Trust Preferred Securities,12/31/06,12/31/06
MER-B*,"Merrill Lynch Preferred Capital Trust I,",7 3/4%,No,No,No,No,TOPrS Preferred Securities,12/30/06,12/30/06
USB-C*,"USB Capital IV,",7.35%,No,No,No,No,Trust Preferred Securities,11/01/06,12/28/06
USB-D*,"USB Capital V,",7.25%,No,No,No,No,Trust Preferred Securities,12/07/06,12/28/06
PRE-T*,"PartnerRe Capital Trust I,",7.90%,No,No,No,No,Preferred Securities,11/21/06,12/21/06
TE-T*,"TECO Capital Trust I,",8.50%,No,No,No,No,TRUPS Trust Preferred Securities,12/20/05,12/20/06
KCJ*,"Structured Products CorTS II, IBM Debentures,",7.125%,No,No,No,No,Certificates,3/30/06,12/18/06
GUP-C*,"Gulf Power Capital Trust III,",7.375%,No,No,No,No,TruPS Trust Preferred Securities,11/16/06,12/18/06
KNW*,"Structured Products CorTS, WR Berkley Capital Trust,",8.25%,No,No,No,No,Certificates,12/15/06,12/15/06
KSJ*,"Structured Products CorTS II, Countrywide Capital I,",8%,No,No,No,No,Certificates,12/15/06,12/15/06
KTZ*,"Structured Products CorTS, Countrywide Capital I,",8.0%,No,No,No,No,Certificates,12/15/06,12/15/06
CWBSP*,"Commonwealth Bankshares Capital Trust I,",8.0%,Yes,No,Yes,No,Cumul Convertible Preferred,10/15/06,12/15/06
TED-B*,"Toledo Edison Co.,",4 1/4%,Yes,No,No,No,Series B Cumul Preferred Stock,N/A,12/15/06
TEDBL*,"Toledo Edison Co.,",4.56%,Yes,No,No,No,Cumul Preferred Stock,N/A,12/15/06
TEDBP*,"Toledo Edison Co.,",4.25%,Yes,No,No,No,Cumul Preferred Stock,N/A,12/15/06
TED-F*,"Toledo Edison Co.,",$2.365,Yes,No,No,No,Cumul Preferred Stock,N/A,12/15/06
STI-V*,"SunTrust Capital V,",7.05%,No,No,No,No,TruPS Trust Preferred Securities,12/07/06,12/15/06
XKP*,"Lehman ABS Corp Bkd Trust Certs 2002-01,",8.125%,No,No,No,No,WR Berkley,12/15/06,12/15/06
PPWCN*,"Pennsylvania Power Co.,",4.64%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,12/15/06
PPWCO*,"Pennsylvania Power Co.,",4.25%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,12/15/06
PPWCP*,"Pennsylvania Power Co.,",4.24%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,12/15/06
NCF-*,"National Commerce Capital Trust II,",7.70%,No,No,No,No,Trust Preferred Sec,12/14/06,12/15/06
XKI*,"Lehman ABS Corp Bkd Trust Certs 2001-32,",8.75%,No,No,No,No,Liberty Media,8/29/06,12/05/06
THB*,"Tommy Hilfiger USA Inc.,",9.00%,No,No,No,No,Senior Bonds due 12/1/2031,12/03/06,12/05/06
GRD*,Credit &amp; Asset Repack Sec,7.15%,No,No,No,No,PCARS 2001-1 Allstate Fin II,12/01/06,12/05/06
GRH*,Credit &amp; Asset Repack Veh,7.5%,No,No,No,No,PCARS 2002-1 KeyCorp Inst Cap A,12/01/06,12/04/06
JPT*,"JPMorgan Chase Capital IX,",7.50%,No,No,No,No,"Capital Securities, Series I",4/30/06,12/04/06
KTE*,"Structured Products CorTS, Allstate Financing II,",8.00%,No,No,No,No,Certificates,12/01/06,12/01/06
MJB*,"MSDW Structured Asset SATURNS 2001-01,",7.125%,No,No,No,No,IBM Debs,6/01/06,12/01/06
URIRP,"United Rentals Trust I,",6 1/2%,No,No,Yes,No,QUIPS Convertible Preferred Securities,8/02/08,11/30/06
GLB-A*,"Glenborough Realty Trust,",7 3/4%,No,No,Yes,No,Series A Convertible Preferred Stock,1/16/03,11/29/06
FRT-B*,"Federal Realty Investment Trust,",8 1/2%,Yes,No,No,Yes,Cumul Redeem Preferred Shares B,11/27/06,11/27/06
COQ*,Morgan Stanley SPARQS,7.5%,No,No,No,No,Coach Inc. due 1/15/2007,N/A,11/27/06
DCQ*,"Walt Disney Co.,",7%,No,No,No,No,QUIBS Quarterly Interest Bonds due 11/1/2031,10/24/06,11/22/06
GSBCP*,"Great Southern Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,6/30/06,11/21/06
CHK-B*,"Chesapeake Energy Corp.,",5.00%,Yes,No,Yes,No,Cumulative Convertible Preferred Stock,11/18/06,11/20/06
AMCRP*,"Amcor Ltd,",7.25%,No,No,No,No,PRIDES ADR,11/19/06,11/19/06
LNC-V*,"Lincoln National Capital V,",7.65%,No,No,No,No,"TruPS Trust Preferred Securities, Series E",11/19/06,11/19/06
HIG-C*,"Hartford Capital III,",7.45%,No,No,No,No,TOPrS Trust Orig Preferred Securities,10/26/06,11/17/06
AGOCP*,"Argo Capital Trust Co.,",11.0%,No,No,No,No,Capital Securities,11/06/03,11/17/06
ASE*,Morgan Stanley SPARQS,10%,No,No,No,No,"Apple Computer, Inc. due 12/1/2006",N/A,11/17/06
STA-A*,"St. Paul Capital Trust I,",7.60%,No,No,No,No,TRUPS Trust Preferred Securities,11/13/06,11/17/06
ABSNU*,"Albertson's Inc.,",7.25%,No,No,No,No,HITS Hybrid Income Security Units due 5/16/2007,5/16/07,11/16/06
KRK*,"Structured Products CorTS III, IBM Debentures,",7.20%,No,No,No,No,Certificates,5/09/06,11/16/06
STI-*,"SunTrust Capital IV,",7.125%,No,No,No,No,TruPS Trust Preferred Securities,10/17/06,11/13/06
PFBIP*,"PFBI Capital Trust,",9.75%,No,No,No,No,Preferred Securities,6/30/02,11/10/06
ANB-B*,"Abbey National plc,",7 3/8%,No,No,No,No,"Non-cumul Dollar Preference Shares, Series B ADR",11/08/06,11/09/06
HI-V*,"Household Capital Trust VII,",7.50%,No,No,No,No,Trust Preferred Securities,11/08/06,11/08/06
SIZ-B*,"Sizeler Property Investors, Inc.",9.75%,Yes,No,No,Yes,Cumul Redeem Preferred Stock Series B,5/06/07,11/08/06
TMK-S*,"Torchmark Capital Trust II,",7 3/4%,No,No,No,No,TOPrS Trust Orig Preferred Securities,11/02/06,11/02/06
TMK-T*,"Torchmark Capital Trust I,",7 3/4%,No,No,No,No,Trust Preferred Securities,11/02/06,11/02/06
PSA-S*,"Public Storage Inc.,",7.875%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series S",10/31/06,10/31/06
FZB-*,"FCB/NC Capital Trust II,", 8.40%,No,No,No,No,Preferred Securities,10/31/06,10/31/06
OGBYP*,"Oglebay Norton Co.,",14.8275%,No,No,Yes,No,Series A Convertible Preferred Stock,N/A,10/30/06
CGV*,"Lehman ABS Corp Bkd Trust Certs 2001-15,",7.20%,No,No,No,No,JPM Capital Trust I,4/30/06,10/26/06
AFK*,"Ambac Financial Group Inc.,",7.00%,No,No,No,No,Debentures due 10/17/2051,10/17/06,10/23/06
EDV*,"Consolidated Edison Co. of NY,",7.50%,No,No,No,No,Series 2001A Public Income Notes (PINES),7/01/06,10/20/06
AVU**,"Vectren Utility Holdings,",7 1/4%,No,No,No,No,Senior Notes due 10/15/2031,10/19/06,10/19/06
D-A*,"Dominion Resources Capital Trust II,",8.4%,No,No,No,No,Trust Preferred Securities,1/17/06,10/17/06
SXA*,"Abbey National plc,",7.25%,No,Yes,No,No,Perpetual Subordinated Capital Securities,10/15/06,10/16/06
OFC-F*,"Corporate Office Properties Trust,",9 7/8%,Yes,No,No,Yes,Cumul Redeem Preferred Shares F,10/15/06,10/15/06
MTXCP*,"Matrix Bancorp Capital Trust I,",10%,No,No,No,No,Trust Preferred Securities,9/30/04,10/13/06
TAFLP*,"Totta &amp; Acores Financing Ltd,",8.875%,No,No,No,No,Series A Non-cumul Guar Pref Shares,N/A,10/11/06
KOE*,"Structured Products CorTS II, Aon Capital A,",7.75%,No,No,No,No,Certificates,7/13/06,10/06/06
CDD*,"Lehman ABS Corp Bkd Trust Certs 2001-25,",7.625%,No,No,No,No,Dominion Res,6/14/06,10/04/06
SPG-F*,"Simon Property Group,",8 3/4%,Yes,No,No,No,Series F Cumul Preferred Shares,9/29/06,10/04/06
MJD*,"MSDW Structured Asset SATURNS 2001-02,",8.625%,No,No,No,No,Citizens Comm,5/11/06,10/02/06
ALLEP*,"Allegiant Capital Trust II,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/06,10/02/06
BHC-*,"ABC Bancorp Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/06,9/30/06
LFINP*,"Local Financial Capital Trust I,",9.00%,Yes,No,No,No,Cumul Trust Preferred Securities,9/30/06,9/30/06
FBF-L*,"Fleet Capital Trust VII,",7.20%,No,No,No,No,Capital Securities,9/17/06,9/29/06
CMM-B*,"CRIIMI MAE, Inc.",10.875%,Yes,No,Yes,No,Series B Cumul Convertible Preferred Stock,8/08/06,9/29/06
PSA-R*,"Public Storage Inc.,",8.00%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series R",9/28/06,9/28/06
CVW*,"Lehman ABS Corp Bkd Trust Certs 2001-24,",7.375%,No,No,No,No,Var Deutsche Tel,6/08/06,9/22/06
XKM*,"Lehman ABS Corp Bkd Trust Certs 2001-35,",8.00%,No,No,No,No,Corning Inc.,9/21/06,9/21/06
